#,carat,cut,color,clarity,depth,table,price,x,y,z
32717,0.31,Premium,F,VS2,61.4,62.0,802,4.34,4.32,2.66
20486,1.05,Ideal,D,VS1,60.5,57.0,8820,6.61,6.58,3.99
51511,0.7,Ideal,H,SI1,61.4,57.0,2383,5.73,5.7,3.51
21203,1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59
21821,1.51,Ideal,I,VS2,61.6,54.0,9891,7.38,7.42,4.57
28418,0.43,Good,E,SI2,63.6,55.0,669,4.8,4.83,3.06
16833,1.11,Premium,G,VS2,62.3,58.0,6713,6.65,6.61,4.13
7306,0.96,Premium,G,SI2,59.3,58.0,4204,6.49,6.43,3.83
14912,1.07,Very Good,D,SI1,60.2,55.0,6002,6.64,6.68,4.01
31258,0.32,Ideal,D,VS2,62.4,57.0,758,4.34,4.38,2.72
43991,0.3,Very Good,J,VS1,62.7,59.0,394,4.24,4.28,2.67
19558,1.5,Premium,E,SI2,58.0,60.0,8190,7.52,7.47,4.35
43173,0.42,Premium,F,IF,62.2,56.0,1389,4.85,4.8,3.0
52972,0.37,Ideal,H,SI1,61.1,55.0,552,4.64,4.69,2.85
19513,1.07,Ideal,G,VVS2,62.3,54.0,8145,6.54,6.56,4.08
11452,1.01,Premium,G,SI1,62.6,60.0,5006,6.36,6.29,3.96
50068,0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
52890,0.72,Premium,F,VS2,62.7,59.0,2584,5.71,5.75,3.59
42897,0.53,Ideal,F,SI1,61.9,55.0,1360,5.19,5.21,3.22
16560,1.31,Ideal,I,VS1,62.1,56.0,6617,7.01,7.04,4.36
23134,1.5,Premium,I,VVS1,62.4,60.0,11155,7.32,7.29,4.56
16063,1.01,Very Good,F,VS2,62.8,59.0,6416,6.33,6.41,4.0
41694,0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45
38791,0.31,Premium,G,VVS1,60.7,58.0,1046,4.4,4.37,2.66
41245,0.34,Ideal,E,VVS1,61.1,56.0,1208,4.52,4.55,2.77
7915,0.9,Very Good,E,SI1,63.0,56.0,4315,6.11,6.15,3.86
12753,1.2,Very Good,G,SI2,62.9,54.0,5321,6.76,6.79,4.26
37988,0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92
43544,0.53,Premium,F,SI1,60.9,59.0,1428,5.21,5.23,3.18
49705,0.6,Ideal,G,VS1,61.2,56.0,2147,5.43,5.47,3.33
22430,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21
5907,0.9,Good,E,SI1,60.8,65.0,3933,6.14,6.17,3.74
2154,0.73,Ideal,G,VVS2,61.9,56.0,3127,5.81,5.75,3.58
24480,1.1,Ideal,E,VVS1,61.1,56.0,12748,6.69,6.73,4.1
17414,1.51,Premium,J,SI1,61.2,62.0,6976,7.36,7.32,4.49
6595,0.9,Premium,G,VS2,60.6,61.0,4079,6.19,6.13,3.73
19053,1.02,Ideal,F,VS1,62.2,57.0,7836,6.39,6.43,3.99
33060,0.3,Ideal,F,VVS1,62.2,56.0,814,4.28,4.3,2.67
47409,0.5,Ideal,F,VVS2,62.3,57.0,1850,5.06,5.08,3.16
12415,1.06,Premium,H,VS1,60.0,58.0,5236,6.65,6.61,3.98
35295,0.3,Premium,H,VS2,62.5,59.0,473,4.23,4.28,2.66
16258,1.24,Ideal,F,SI2,61.4,58.0,6503,6.85,6.9,4.22
19799,1.25,Ideal,H,VS1,62.1,57.0,8365,6.89,6.92,4.29
40215,0.34,Premium,G,VVS1,61.5,59.0,1122,4.5,4.47,2.76
52336,0.74,Ideal,H,VS2,62.5,54.0,2497,5.76,5.82,3.62
25721,2.01,Very Good,I,SI2,60.5,59.0,14637,8.19,8.26,4.98
29327,0.31,Ideal,H,VS1,62.6,55.0,698,4.35,4.31,2.71
38161,0.34,Ideal,E,VVS1,62.2,56.0,1014,4.44,4.46,2.77
2641,0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6
49732,0.7,Ideal,I,VS2,62.2,55.0,2154,5.69,5.73,3.55
48832,0.61,Ideal,D,SI1,62.0,55.0,2029,5.47,5.44,3.38
34423,0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69
28400,0.35,Very Good,E,VS2,60.2,60.0,669,4.54,4.57,2.74
43048,0.41,Very Good,D,VVS1,61.9,60.0,1376,4.71,4.75,2.93
52802,0.6,Ideal,G,IF,62.0,55.0,2570,5.39,5.44,3.36
47319,0.23,Very Good,E,VVS2,60.0,56.0,530,4.03,4.07,2.43
8295,0.9,Premium,E,SI1,59.1,62.0,4385,6.33,6.3,3.73
32754,0.34,Premium,D,SI1,62.8,58.0,803,4.48,4.44,2.8
5131,1.0,Fair,E,SI2,64.6,54.0,3763,6.33,6.27,4.07
646,0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
36548,0.4,Premium,F,SI1,62.5,59.0,945,4.71,4.67,2.93
7550,1.01,Premium,G,SI2,62.5,60.0,4249,6.34,6.39,3.98
29722,0.31,Good,H,VVS1,63.3,58.0,707,4.28,4.32,2.72
52554,0.7,Ideal,F,VS2,60.8,56.0,2535,5.77,5.71,3.49
12474,0.77,Ideal,E,VVS1,61.6,55.0,5251,5.87,5.95,3.64
25867,1.82,Premium,H,SI1,62.0,59.0,14949,7.81,7.77,4.83
2653,0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47
6750,0.33,Ideal,H,VS1,61.5,56.0,579,4.44,4.47,2.74
10485,1.01,Premium,F,SI2,62.2,57.0,4796,6.43,6.36,3.98
50310,0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
37664,0.42,Premium,F,SI1,61.8,58.0,992,4.84,4.81,2.98
36272,0.3,Ideal,G,SI1,62.3,56.0,477,4.29,4.31,2.68
3811,0.73,Good,E,VS1,59.0,61.0,3466,5.88,5.92,3.48
9012,1.01,Premium,H,SI1,62.3,58.0,4513,6.42,6.35,3.98
1627,0.84,Very Good,G,SI2,62.8,57.0,3015,6.0,6.04,3.78
31411,0.3,Ideal,G,VVS1,61.4,58.0,764,4.31,4.35,2.66
45219,0.51,Ideal,E,VS2,62.2,57.0,1656,5.08,5.11,3.17
44132,0.46,Ideal,G,IF,60.9,57.0,1560,4.98,5.01,3.04
45272,0.54,Very Good,F,VS2,59.5,58.0,1662,5.29,5.36,3.17
16515,1.0,Premium,E,VS2,62.7,59.0,6600,6.31,6.38,3.98
48909,0.54,Ideal,G,VVS1,61.3,56.0,2041,5.25,5.27,3.23
966,0.71,Good,D,VS2,62.3,61.0,2891,5.7,5.73,3.56
30360,0.39,Ideal,D,SI1,60.6,55.0,729,4.73,4.78,2.88
28348,0.33,Ideal,G,VS1,61.7,56.0,666,4.44,4.47,2.75
34029,0.43,Very Good,I,VVS2,62.8,58.0,850,4.8,4.82,3.02
22498,1.71,Premium,H,SI2,62.3,58.0,10534,7.66,7.62,4.76
36181,0.41,Ideal,I,IF,61.8,55.0,930,4.77,4.81,2.96
39699,0.4,Ideal,H,VVS1,62.3,54.0,1088,4.77,4.74,2.96
44346,0.55,Ideal,F,VS2,61.2,55.0,1580,5.28,5.3,3.24
49070,0.73,Ideal,E,SI2,59.9,57.0,2059,5.87,5.82,3.5
36277,0.3,Ideal,G,SI1,62.3,56.0,477,4.27,4.3,2.67
33461,0.32,Premium,G,VS1,61.8,60.0,828,4.36,4.35,2.69
30883,0.33,Premium,E,SI1,62.2,59.0,743,4.43,4.41,2.75
33386,0.32,Ideal,E,VVS1,62.2,55.0,827,4.37,4.41,2.73
54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
47074,0.52,Ideal,D,VS2,62.3,56.0,1822,5.11,5.16,3.2
13770,1.2,Ideal,H,SI2,62.6,58.0,5613,6.74,6.81,4.24
50761,0.7,Premium,D,SI2,62.1,60.0,2299,5.71,5.73,3.55
16229,1.01,Very Good,E,VS2,62.9,57.0,6488,6.37,6.43,4.02
37968,0.41,Ideal,G,VVS2,60.4,56.0,1007,4.8,4.83,2.91
11601,1.02,Ideal,G,SI1,60.6,59.0,5044,6.55,6.52,3.96
34484,0.43,Very Good,G,VS2,62.9,59.0,867,4.78,4.83,3.02
44448,0.51,Ideal,F,VS2,61.0,55.0,1591,5.17,5.21,3.17
7782,1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95
3651,0.91,Very Good,E,SI2,60.0,60.0,3438,6.23,6.28,3.75
11052,0.28,Very Good,E,VVS2,63.6,56.0,596,4.13,4.17,2.64
34052,0.42,Ideal,J,VS1,60.9,57.0,851,4.86,4.83,2.95
22608,1.53,Premium,H,SI1,61.0,61.0,10659,7.45,7.4,4.53
20831,1.52,Ideal,F,SI2,61.2,57.0,9057,7.45,7.39,4.54
41304,0.56,Ideal,I,SI1,61.9,57.0,1212,5.25,5.29,3.26
7750,1.03,Ideal,F,SI2,61.9,56.0,4280,6.47,6.43,3.99
13249,0.9,Very Good,D,VS2,62.3,56.0,5476,6.14,6.18,3.84
8854,1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
46038,0.57,Ideal,E,SI1,61.9,56.0,1728,5.35,5.32,3.3
26862,2.03,Premium,I,SI1,61.2,58.0,16787,8.21,8.16,5.01
9888,1.05,Premium,H,SI1,62.2,58.0,4682,6.5,6.46,4.03
10591,0.91,Very Good,E,VS2,62.9,55.0,4823,6.13,6.17,3.87
13152,1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2
48190,0.72,Good,H,SI2,65.8,59.0,1945,5.51,5.58,3.65
30623,0.3,Very Good,G,SI1,62.9,59.0,447,4.24,4.28,2.68
12541,1.2,Ideal,E,SI2,61.3,56.0,5268,6.8,6.71,4.14
33189,0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78
42933,0.32,Premium,H,VS2,60.5,59.0,505,4.39,4.43,2.67
19427,1.01,Ideal,F,VS1,60.9,57.0,8077,6.52,6.49,3.96
21416,1.62,Premium,E,SI2,60.8,59.0,9526,7.62,7.57,4.62
28372,0.37,Ideal,H,VS1,61.8,55.0,668,4.63,4.66,2.87
20143,1.51,Premium,H,SI2,60.2,59.0,8598,7.43,7.33,4.44
12391,1.02,Very Good,E,SI1,58.9,58.0,5232,6.51,6.54,3.84
4282,1.0,Fair,I,SI1,64.8,59.0,3584,6.23,6.14,4.01
49092,0.7,Good,F,SI2,62.2,59.0,2062,5.62,5.64,3.5
12600,1.02,Very Good,F,SI1,60.9,57.0,5287,6.52,6.56,3.98
28200,0.4,Premium,E,SI2,61.4,59.0,666,4.7,4.75,2.9
44063,0.55,Ideal,E,SI1,61.4,55.0,1551,5.26,5.29,3.24
33631,0.37,Premium,G,VS2,62.8,60.0,833,4.59,4.55,2.87
7676,1.02,Premium,G,SI1,61.4,55.0,4273,6.51,6.48,3.99
29838,0.3,Premium,D,VS2,62.2,60.0,710,4.28,4.3,2.67
13297,1.03,Ideal,D,SI2,60.5,58.0,5491,6.52,6.58,3.96
678,0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
19753,1.01,Premium,F,VVS2,61.8,59.0,8319,6.46,6.42,3.98
14495,1.11,Ideal,H,SI1,61.6,56.0,5854,6.69,6.73,4.07
47150,0.71,Fair,H,VS2,62.1,70.0,1832,5.67,5.6,3.5
34478,0.38,Premium,E,VS2,61.8,58.0,866,4.61,4.64,2.86
11710,0.34,Premium,G,VS2,62.0,59.0,596,4.43,4.47,2.76
44103,0.55,Ideal,E,SI1,60.9,56.0,1556,5.32,5.28,3.23
10060,0.31,Ideal,F,VS2,61.3,55.0,591,4.35,4.39,2.68
52807,0.71,Premium,I,VVS1,62.0,58.0,2572,5.7,5.65,3.52
26654,1.53,Premium,G,VVS1,60.6,58.0,16451,7.45,7.49,4.53
31282,0.28,Very Good,H,VVS2,62.4,54.0,450,4.2,4.23,2.63
38109,0.36,Ideal,E,VS2,62.1,55.0,1013,4.58,4.54,2.83
25488,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57
50611,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
30161,0.4,Good,D,SI1,63.3,57.0,720,4.68,4.71,2.97
20324,1.5,Good,I,SI1,63.8,59.0,8736,7.21,7.11,4.57
52559,0.7,Ideal,G,VS1,60.6,57.0,2535,5.75,5.7,3.47
17726,0.32,Ideal,H,VVS2,62.3,57.0,614,4.34,4.37,2.71
40378,0.56,Ideal,J,VS2,61.4,56.0,1131,5.32,5.34,3.27
26004,1.02,Premium,D,IF,61.5,60.0,15231,6.45,6.52,3.99
23270,1.53,Premium,H,VS2,62.2,58.0,11280,7.34,7.3,4.55
37721,0.34,Ideal,G,VVS2,62.6,54.0,995,4.47,4.44,2.79
1638,0.7,Very Good,G,VS1,60.1,60.0,3017,5.73,5.76,3.45
25015,2.0,Premium,J,VS2,61.5,59.0,13552,8.06,8.11,4.97
21971,1.59,Premium,I,VS2,60.2,60.0,10039,7.58,7.61,4.57
39735,0.4,Ideal,E,VS2,61.6,57.0,1092,4.73,4.75,2.92
40611,0.31,Ideal,I,SI1,62.1,53.0,498,4.34,4.36,2.7
41513,0.44,Ideal,G,VVS1,61.6,56.0,1235,4.88,4.9,3.01
45236,0.56,Ideal,G,VS2,61.4,56.0,1658,5.33,5.35,3.28
3081,1.24,Ideal,J,SI1,62.3,57.0,3312,6.86,6.81,4.26
5212,0.72,Ideal,F,VVS2,60.9,56.0,3780,5.83,5.77,3.53
11524,1.24,Premium,J,VS2,61.4,59.0,5026,6.91,6.83,4.22
24599,2.0,Fair,I,VS1,66.3,54.0,12907,7.98,7.88,5.26
53867,0.7,Very Good,F,VS2,62.3,59.0,2744,5.63,5.7,3.53
53588,0.8,Premium,H,SI1,62.0,59.0,2699,5.91,5.96,3.68
43654,0.51,Ideal,H,SI2,61.7,55.0,1435,5.13,5.15,3.17
17630,1.28,Ideal,H,VS2,62.3,56.0,7098,6.97,6.89,4.32
23897,1.5,Very Good,E,SI1,60.4,59.0,12000,7.35,7.39,4.45
53214,0.7,Ideal,F,SI1,61.8,54.0,2635,5.71,5.75,3.54
14397,0.3,Ideal,H,VVS2,61.5,57.0,605,4.31,4.34,2.66
860,0.73,Good,E,SI1,63.6,57.0,2871,5.7,5.72,3.63
40793,0.31,Ideal,F,IF,61.4,56.0,1168,4.4,4.43,2.71
3620,0.78,Very Good,F,VS2,62.2,58.0,3429,5.86,5.9,3.66
34804,0.31,Ideal,D,VS1,61.8,55.0,877,4.36,4.34,2.69
21400,1.51,Ideal,E,SI2,62.9,57.0,9513,7.29,7.23,4.57
51416,0.76,Ideal,H,SI1,62.4,55.0,2371,5.87,5.83,3.65
11644,0.65,Ideal,D,VVS1,60.9,57.0,5052,5.58,5.61,3.41
13658,1.01,Ideal,H,SI1,62.5,56.0,5589,6.38,6.45,4.01
44353,0.56,Ideal,I,VVS1,62.0,57.0,1580,5.29,5.33,3.29
9638,1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11
12036,0.34,Premium,G,VS2,61.6,60.0,596,4.47,4.49,2.76
11974,1.3,Premium,J,SI2,61.1,61.0,5140,7.0,6.95,4.26
17314,1.19,Good,E,VS2,57.4,60.0,6937,6.9,7.0,3.99
24038,0.38,Very Good,D,SI2,61.1,58.0,633,4.62,4.68,2.84
39537,0.4,Premium,F,VS2,59.7,58.0,1080,4.83,4.79,2.87
44105,0.55,Ideal,G,VS2,62.4,56.0,1556,5.25,5.23,3.27
51989,0.25,Very Good,E,VVS2,61.7,57.0,548,4.08,4.12,2.53
1085,0.71,Ideal,H,VS1,61.2,56.0,2909,5.76,5.81,3.54
5552,0.9,Premium,E,SI2,60.4,59.0,3856,6.24,6.21,3.76
17159,1.51,Very Good,J,SI1,61.2,62.0,6851,7.32,7.36,4.49
34047,0.46,Ideal,F,SI2,62.1,54.7,851,4.95,4.98,3.08
37006,0.33,Ideal,H,VVS1,61.7,56.0,965,4.48,4.46,2.76
29678,0.3,Very Good,D,VS1,63.2,59.0,707,4.26,4.29,2.7
52095,0.74,Very Good,I,VS2,60.9,56.0,2459,5.83,5.86,3.56
23413,1.12,Ideal,F,VVS1,61.0,56.0,11403,6.71,6.74,4.1
34376,0.41,Ideal,F,VS2,62.1,56.0,863,4.74,4.79,2.96
20279,1.2,Ideal,G,VS1,62.4,57.0,8701,6.8,6.78,4.24
26951,2.01,Premium,G,SI2,59.9,62.0,17014,8.15,8.04,4.85
50461,1.0,Premium,G,I1,59.0,60.0,2264,6.49,6.43,3.82
40370,0.46,Ideal,H,SI1,61.1,55.0,1130,4.97,5.01,3.05
7638,1.06,Very Good,I,SI1,60.4,59.0,4267,6.56,6.61,3.98
24170,1.71,Ideal,I,VS2,61.9,54.0,12342,7.65,7.75,4.77
48062,0.55,Ideal,D,VS2,62.3,55.0,1928,5.24,5.29,3.28
52964,0.24,Very Good,F,IF,60.4,58.0,552,4.02,4.06,2.44
25572,1.97,Premium,F,SI2,61.1,58.0,14410,8.05,8.11,4.94
13852,1.0,Very Good,G,VS2,63.2,58.0,5645,6.33,6.27,3.98
21448,1.11,Premium,F,VVS2,59.2,59.0,9548,6.82,6.79,4.03
53587,0.8,Ideal,G,SI1,60.8,57.0,2699,6.02,6.05,3.67
5482,1.02,Good,D,SI2,57.5,62.0,3839,6.6,6.62,3.8
7267,1.25,Very Good,H,SI2,63.2,60.0,4199,6.87,6.81,4.32
15451,1.54,Ideal,G,I1,61.6,55.0,6186,7.4,7.43,4.57
11560,1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92
32573,0.4,Premium,E,VS1,61.5,58.0,800,4.73,4.76,2.92
11271,0.94,Ideal,E,SI2,61.6,57.0,4972,6.29,6.31,3.88
19652,1.7,Premium,H,SI2,59.8,61.0,8263,7.67,7.62,4.57
46659,0.51,Ideal,D,VS2,62.4,55.0,1787,5.11,5.14,3.2
22312,1.21,Ideal,E,VS1,62.4,57.0,10351,6.75,6.83,4.24
13735,0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56
40917,0.42,Premium,G,VVS1,59.3,59.0,1179,4.9,4.92,2.91
6138,1.13,Premium,J,SI2,62.4,59.0,3987,6.68,6.62,4.15
20239,1.2,Ideal,F,VS2,61.9,53.0,8669,6.84,6.79,4.22
46475,0.51,Ideal,H,VVS1,61.4,55.0,1776,5.13,5.16,3.16
50440,0.7,Very Good,E,SI2,61.5,60.0,2263,5.65,5.7,3.49
18852,1.12,Ideal,F,VS2,61.9,55.0,7727,6.73,6.68,4.15
33648,0.32,Very Good,F,VVS1,62.8,60.0,834,4.32,4.34,2.72
24072,2.0,Ideal,E,SI2,62.3,56.0,12210,8.04,7.94,4.98
38454,0.31,Premium,F,VVS1,59.7,59.0,1028,4.49,4.45,2.67
40405,0.54,Ideal,G,SI2,61.8,54.0,1133,5.24,5.28,3.25
47775,0.51,Very Good,G,VVS2,63.3,58.0,1895,5.07,5.04,3.2
18761,1.05,Very Good,G,VVS2,59.8,60.0,7667,6.54,6.61,3.93
16172,1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17
30895,0.35,Ideal,E,VS2,61.6,57.0,744,4.53,4.56,2.8
34832,0.3,Very Good,H,VVS1,63.3,60.0,878,4.25,4.22,2.68
7497,0.9,Very Good,E,SI1,61.5,62.0,4239,6.15,6.2,3.8
23116,1.23,Ideal,F,VVS2,61.8,56.0,11141,6.89,6.84,4.24
48524,0.54,Ideal,G,VVS2,61.8,56.0,1985,5.23,5.25,3.24
46299,0.3,Very Good,E,SI1,62.9,57.0,526,4.27,4.32,2.7
40723,0.5,Ideal,H,SI1,59.2,62.0,1160,5.17,5.2,3.07
50954,0.95,Fair,J,I1,64.9,56.0,2322,6.17,6.12,3.99
43881,0.59,Very Good,F,SI1,62.4,59.0,1452,5.33,5.37,3.34
13409,0.4,Very Good,J,SI1,58.9,59.0,603,4.84,4.87,2.86
41565,0.51,Premium,E,SI1,62.6,60.0,1237,5.13,5.06,3.2
26295,1.52,Ideal,F,VS2,62.9,53.0,15792,7.36,7.31,4.61
204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
6381,0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.05,2.52
45370,0.5,Ideal,E,VS1,62.2,54.0,1665,5.1,5.13,3.18
16517,1.0,Premium,E,VS2,60.0,60.0,6600,6.43,6.43,3.89
29955,0.33,Good,I,SI1,63.2,58.0,445,4.36,4.38,2.76
38617,0.3,Ideal,J,IF,61.5,56.0,489,4.32,4.33,2.66
6168,1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92
15515,1.02,Premium,E,VS2,61.9,62.0,6215,6.47,6.38,3.98
31311,0.32,Ideal,D,VS2,62.0,55.0,758,4.37,4.41,2.72
52737,0.71,Very Good,H,VS1,62.7,57.0,2559,5.66,5.72,3.57
588,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
13281,1.12,Fair,G,VS1,64.8,56.0,5487,6.48,6.52,4.21
13740,0.41,Ideal,J,VS1,62.2,55.0,604,4.76,4.79,2.97
27937,0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5
51244,0.72,Ideal,H,SI1,62.3,54.0,2354,5.78,5.75,3.59
8360,1.01,Premium,E,SI1,62.4,58.0,4399,6.37,6.42,3.99
17817,1.23,Ideal,I,VS1,61.6,54.0,7181,6.9,6.94,4.26
12937,1.0,Good,E,SI1,58.0,60.0,5384,6.48,6.52,3.77
28984,0.31,Ideal,D,VS2,59.4,57.0,685,4.45,4.5,2.66
39771,0.36,Ideal,D,VS2,61.8,56.0,1094,4.6,4.56,2.83
15876,1.62,Premium,H,SI2,63.0,58.0,6350,7.47,7.41,4.69
8732,1.18,Premium,I,SI2,61.2,59.0,4460,6.85,6.78,4.17
20038,0.3,Very Good,E,SI2,61.7,61.0,421,4.28,4.31,2.65
30579,0.31,Ideal,D,VS2,62.1,55.0,734,4.31,4.32,2.68
46175,0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16
40692,0.5,Good,D,SI2,63.4,59.0,1157,5.0,5.03,3.18
22170,1.12,Premium,F,VVS2,62.4,59.0,10211,6.66,6.58,4.13
43037,0.55,Ideal,I,VS2,61.8,55.0,1374,5.28,5.32,3.27
8,0.26,Very Good,H,SI1,61.9,55.0,337,4.07,4.11,2.53
37932,0.26,Very Good,H,VVS2,62.5,56.0,486,4.07,4.09,2.55
17938,1.61,Premium,J,SI2,62.2,59.0,7245,7.52,7.47,4.66
36633,0.41,Premium,D,SI1,59.2,62.0,947,4.85,4.82,2.86
9504,1.03,Ideal,H,SI2,61.6,54.0,4611,6.51,6.55,4.02
1077,0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7
15969,1.33,Premium,I,VS1,61.7,58.0,6390,7.09,7.14,4.39
5492,0.9,Very Good,F,SI1,62.8,56.0,3842,6.11,6.15,3.85
5233,0.77,Very Good,D,VS2,59.6,57.0,3787,6.01,6.03,3.59
42061,0.48,Premium,H,VS1,60.7,61.0,1270,5.04,5.01,3.05
44094,0.59,Very Good,G,SI1,59.3,58.0,1555,5.45,5.51,3.25
11607,1.24,Very Good,I,SI1,62.5,57.0,5046,6.84,6.89,4.29
24179,1.76,Very Good,H,SI1,62.6,58.0,12361,7.7,7.66,4.81
9681,1.0,Ideal,H,SI2,62.0,56.0,4649,6.38,6.43,3.97
7961,1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05
42239,0.54,Good,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
18690,1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39
47807,0.57,Very Good,F,VVS2,62.6,58.0,1902,5.32,5.38,3.34
23195,2.0,Premium,H,SI2,62.1,60.0,11202,8.1,8.01,5.3
47370,0.5,Very Good,D,VS1,62.3,57.0,1847,5.04,5.07,3.15
52641,0.27,Very Good,E,VVS2,62.0,60.0,552,4.15,4.17,2.58
32794,0.31,Ideal,D,VS2,61.6,55.0,804,4.4,4.37,2.7
9339,0.94,Premium,E,SI1,60.0,58.0,4580,6.44,6.37,3.84
10141,1.04,Very Good,G,SI1,59.2,61.0,4724,6.63,6.68,3.94
31993,0.3,Premium,F,VS2,62.8,58.0,776,4.29,4.24,2.68
43468,0.47,Very Good,F,VVS2,60.9,59.0,1418,4.99,5.03,3.05
12730,1.03,Very Good,D,SI1,60.5,61.0,5313,6.43,6.47,3.9
42661,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
35534,0.3,Premium,G,VVS1,62.4,59.0,905,4.31,4.25,2.67
25429,1.55,Ideal,G,VS1,62.0,57.0,14174,7.37,7.42,4.58
5295,1.01,Premium,E,SI2,60.4,57.0,3801,6.53,6.49,3.93
53691,0.82,Premium,I,VS2,62.2,59.0,2716,6.03,5.97,3.73
48679,0.51,Ideal,G,VVS1,62.6,57.0,2005,5.08,5.14,3.2
17495,1.27,Very Good,I,VS1,60.6,59.0,7031,7.04,6.96,4.24
14572,1.01,Premium,E,VS2,59.5,60.0,5882,6.3,6.24,3.73
48069,0.56,Very Good,F,VS1,61.2,58.0,1929,5.32,5.33,3.26
3801,1.0,Ideal,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
53657,0.76,Premium,D,SI2,58.8,57.0,2706,6.03,5.98,3.51
21000,1.21,Ideal,E,VS2,62.4,54.0,9215,6.86,6.8,4.26
15162,1.14,Premium,H,VS2,60.2,58.0,6095,6.81,6.74,4.08
45731,0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49
28597,0.3,Very Good,G,VS2,63.1,57.0,675,4.28,4.24,2.69
8967,1.03,Premium,F,SI2,61.6,58.0,4503,6.43,6.46,3.97
11642,0.88,Very Good,F,VVS2,62.0,59.0,5052,6.09,6.13,3.79
29711,0.31,Ideal,G,VVS2,62.4,56.0,707,4.31,4.35,2.7
51882,0.7,Very Good,H,VS2,62.8,58.0,2429,5.67,5.7,3.57
30514,0.31,Very Good,D,SI1,63.5,56.0,732,4.31,4.29,2.73
11325,1.12,Premium,I,VS1,59.6,58.0,4987,6.82,6.77,4.05
15365,0.3,Good,G,VS1,63.6,55.0,605,4.27,4.31,2.73
39298,0.3,Ideal,H,VS2,62.3,56.0,491,4.27,4.3,2.67
11924,1.09,Ideal,H,SI1,62.5,56.0,5125,6.53,6.58,4.1
39759,0.51,Ideal,G,SI2,61.3,55.0,1094,5.17,5.19,3.17
35727,0.3,Ideal,D,VS2,62.2,55.0,911,4.33,4.29,2.68
14069,0.3,Very Good,F,VS2,62.8,56.0,605,4.29,4.31,2.7
13686,1.01,Good,G,VS2,63.9,54.0,5599,6.31,6.37,4.05
1460,0.7,Ideal,E,VS2,61.7,56.0,2979,5.74,5.71,3.53
30805,0.4,Good,D,VS1,64.0,55.0,742,4.67,4.7,3.0
16706,0.3,Premium,H,SI1,61.2,60.0,421,4.29,4.31,2.63
44935,0.54,Ideal,H,VS1,61.3,55.9,1633,5.23,5.27,3.21
34210,0.33,Premium,F,VS2,62.1,59.0,854,4.45,4.4,2.75
24898,1.71,Premium,D,SI2,60.6,60.0,13325,7.76,7.69,4.68
41142,0.56,Very Good,H,SI1,61.3,60.0,1197,5.23,5.28,3.22
31902,0.3,Good,G,VS1,63.6,55.0,776,4.31,4.27,2.73
5957,0.9,Very Good,F,SI1,62.5,62.0,3950,6.08,6.11,3.81
10117,1.02,Premium,G,SI1,60.8,58.0,4718,6.5,6.46,3.94
34850,0.3,Ideal,G,VVS2,63.0,57.0,878,4.32,4.28,2.71
20631,1.59,Ideal,J,VS1,62.1,55.0,8925,7.47,7.51,4.65
